2160 - 01,09,15,24,25,31,34,35,37,40,41,42,48,56,62,64,65,69,74,79
2159 - 01,11,12,16,18,22,28,29,30,31,34,40,42,52,56,72,76,83,89,00
2158 - 04,05,06,07,09,21,22,26,27,38,44,45,61,68,73,83,91,96,99,00
2157 - 04,08,10,17,19,20,21,30,34,41,48,60,62,72,79,88,91,95,96,00
2156 - 02,09,14,33,34,36,39,49,50,52,53,54,62,66,74,75,85,92,93,99
2155 - 02,05,08,09,11,13,26,32,40,43,44,55,66,74,78,81,83,84,90,99
2154 - 07,08,11,12,20,21,34,42,59,60,65,66,73,77,83,84,86,95,99,00
2153 - 02,05,13,14,20,28,30,31,40,49,53,59,62,63,66,70,73,80,88,89
2152 - 02,06,09,27,32,37,45,50,54,62,66,71,73,74,76,82,84,88,90,98
2151 - 04,05,11,24,27,30,31,34,46,50,53,61,64,70,80,83,86,90,96,00
2150 - 01,02,13,15,16,19,30,45,46,54,56,59,61,65,72,75,81,82,83,86
2149 - 11,24,33,39,40,42,47,53,57,58,63,65,67,68,75,85,89,91,93,95
2148 - 01,03,23,24,26,32,41,43,44,46,49,58,59,69,71,80,83,84,95,00
2147 - 02,19,24,36,41,44,45,46,61,62,64,67,72,73,76,78,87,88,93,95
2146 - 01,09,38,42,43,44,45,46,49,51,55,57,65,67,75,83,85,86,88,97
2145 - 08,12,16,18,22,23,28,29,30,32,34,35,52,66,68,70,73,75,82,98
2144 - 11,13,16,19,22,25,29,31,33,35,37,47,50,64,66,83,86,87,93,97
2143 - 02,13,16,29,32,41,48,50,52,58,63,66,70,80,82,83,85,92,96,99
2142 - 05,07,28,32,33,34,35,40,41,45,55,59,64,72,73,79,80,81,87,88
2141 - 05,13,16,18,25,31,40,45,47,49,52,54,55,64,65,67,71,77,92,95
2140 - 05,11,16,17,21,23,24,30,33,39,40,47,48,50,52,78,85,86,89,98
2139 - 02,07,17,18,21,22,25,29,31,33,42,45,47,52,61,64,65,73,93,97
2138 - 06,07,08,18,19,25,28,29,30,39,50,51,54,57,74,76,82,92,94,98
2137 - 07,08,13,29,31,32,34,48,63,64,66,70,72,76,78,79,82,84,86,99
2136 - 01,02,03,08,09,10,16,22,30,38,44,51,55,62,65,67,70,77,81,99
2135 - 02,23,33,35,40,42,49,53,55,57,59,62,63,65,68,73,77,87,93,94
2134 - 01,02,14,17,20,28,29,30,33,38,42,52,61,64,66,81,84,88,97,00
2133 - 02,04,07,10,12,13,21,22,25,27,41,47,53,68,75,79,81,83,86,91
2132 - 03,04,09,13,19,28,30,31,36,58,62,71,73,74,78,89,90,95,97,98
2131 - 02,14,16,20,22,32,33,36,42,45,54,59,60,74,75,76,80,86,87,88
2130 - 04,16,29,30,32,40,48,50,57,66,70,80,84,85,86,92,93,94,99,00
2129 - 03,05,16,28,30,35,36,41,49,51,53,57,58,68,69,70,72,79,93,96
2128 - 03,06,08,20,22,25,28,35,36,43,44,50,54,61,66,70,73,86,96,97
2127 - 01,02,11,12,29,33,37,40,48,49,50,52,53,61,70,72,75,82,96,00
2126 - 02,04,09,24,26,44,46,52,54,55,56,62,63,65,68,84,90,91,97,98
2125 - 02,05,09,15,19,25,31,35,41,45,47,49,50,52,55,59,66,67,83,94
2124 - 08,13,19,22,29,32,33,45,47,49,56,57,65,70,75,82,87,89,91,99
2123 - 01,06,14,15,22,31,41,53,54,56,62,65,67,70,71,73,75,78,81,83
2122 - 03,05,06,08,11,12,16,23,30,32,38,39,47,54,57,64,70,71,74,76
2121 - 02,14,20,23,24,37,38,43,49,54,71,75,76,80,87,90,93,94,98,00
2120 - 01,07,09,10,11,15,24,50,51,52,59,60,64,75,77,78,95,98,99,00
2119 - 01,04,07,09,12,13,19,23,32,33,43,44,48,64,78,79,82,88,89,91
2118 - 02,10,12,16,19,46,51,52,57,64,71,72,75,80,81,82,84,88,99,00
2117 - 05,22,30,34,35,39,44,49,55,58,68,75,76,78,84,85,88,94,95,96
2116 - 02,05,07,14,20,23,39,44,48,50,63,64,78,80,81,82,83,90,94,00
2115 - 04,07,08,11,15,17,19,20,24,32,36,41,43,44,46,48,60,76,78,86
2114 - 04,05,10,13,23,24,25,29,37,40,43,44,46,49,54,56,65,93,98,99
2113 - 09,14,20,25,26,33,35,36,49,50,55,58,59,66,71,75,76,87,94,99
2112 - 04,17,23,25,31,36,38,40,42,52,56,59,71,78,82,83,84,92,97,98
2111 - 05,12,15,17,39,42,43,46,51,64,65,72,75,77,82,86,87,94,97,99
2110 - 02,04,06,08,14,16,26,29,34,54,61,64,68,71,73,77,81,93,94,96
2109 - 07,09,15,17,26,27,30,39,43,47,51,53,54,57,73,82,89,94,97,99
2108 - 01,04,07,09,14,17,18,22,25,30,42,48,50,52,57,59,65,70,71,96
2107 - 04,10,11,12,16,20,24,36,48,55,59,60,64,67,72,75,79,82,88,96
2106 - 07,10,11,16,22,31,34,36,41,45,48,49,65,78,82,83,84,86,87,94
2105 - 07,09,12,13,22,29,35,36,37,39,41,50,52,54,57,81,87,90,92,96
2104 - 09,15,19,21,23,24,37,39,46,62,63,64,66,69,74,80,90,91,97,98
2103 - 02,13,21,32,35,38,39,49,63,65,71,73,77,78,81,88,92,93,94,98
2102 - 04,08,11,15,18,27,32,37,39,43,44,59,61,62,70,80,85,90,91,00
2101 - 01,06,08,11,12,13,20,22,23,34,36,39,53,56,60,73,86,88,92,98
2100 - 09,11,12,18,26,38,39,42,48,49,63,67,70,72,74,77,82,87,93,97
2099 - 01,04,19,28,29,31,32,38,40,42,43,46,59,64,80,84,85,86,90,99
2098 - 02,10,13,18,23,25,36,38,41,53,60,62,64,68,71,76,83,93,94,00
2097 - 08,10,22,33,36,48,49,50,52,54,58,64,66,67,71,86,89,91,98,00
2096 - 02,05,08,14,21,28,33,36,38,46,47,53,60,62,65,71,72,81,82,97
2095 - 04,05,13,14,15,22,25,34,43,51,52,54,58,60,63,76,84,88,90,97
2094 - 04,24,29,31,35,48,49,54,57,58,64,68,74,82,89,90,92,94,96,97
2093 - 10,13,17,18,24,31,32,34,39,45,48,49,58,62,64,66,71,76,88,91
2092 - 06,09,10,20,28,31,52,53,55,57,59,60,61,63,64,69,71,78,80,98
2091 - 08,14,22,26,28,31,33,35,42,43,44,49,50,52,53,64,78,89,91,96
2090 - 04,05,08,16,17,18,20,22,24,25,27,33,40,52,63,81,85,86,91,93
2089 - 03,08,15,17,18,23,24,38,39,42,53,59,69,76,77,81,86,88,91,93
2088 - 02,04,11,12,14,15,26,28,31,38,39,43,53,67,69,70,75,82,87,94
2087 - 01,04,07,09,11,23,24,30,36,37,47,51,52,56,59,65,67,75,82,95
2086 - 03,14,19,20,21,23,24,27,29,32,40,47,48,50,53,56,65,69,71,76
2085 - 02,08,13,15,25,29,32,35,39,40,42,44,50,54,61,64,65,66,71,73
2084 - 09,12,14,17,20,23,24,27,34,43,46,47,51,59,65,72,73,78,89,94
2083 - 05,09,12,14,24,29,32,41,44,54,57,66,68,72,74,76,89,90,93,94
2082 - 05,13,19,20,25,28,42,44,49,54,55,57,66,68,76,78,84,86,89,90
2081 - 01,03,04,18,23,29,30,43,48,50,57,63,73,79,80,86,87,94,95,00
2080 - 01,07,09,11,12,20,29,31,39,41,42,54,55,59,67,69,72,73,74,87
2079 - 06,31,34,36,39,43,44,45,51,52,54,62,63,64,65,69,72,78,79,84
2078 - 05,14,15,22,24,26,28,30,42,43,50,53,55,58,59,68,78,96,99,00
2077 - 11,12,16,17,20,21,22,23,24,25,27,28,39,50,52,62,73,85,92,94
2076 - 03,06,10,16,25,33,34,44,51,52,53,56,67,77,81,83,87,97,99,00
2075 - 11,12,14,21,25,26,30,35,36,46,53,56,58,60,66,69,78,85,87,00
2074 - 04,07,13,16,20,34,45,47,52,54,55,56,58,60,65,72,91,92,95,96
2073 - 05,08,12,14,17,20,24,26,29,30,42,51,59,64,70,71,76,79,92,00
2072 - 10,17,18,19,25,26,43,48,49,53,56,69,74,77,80,83,86,87,90,96
2071 - 11,23,24,25,28,29,36,38,41,42,60,74,80,85,86,88,90,95,99,00
2070 - 10,12,14,21,30,37,41,42,44,47,48,51,54,58,60,69,76,82,98,99
2069 - 02,03,04,07,08,11,16,23,25,30,34,43,49,54,64,65,67,68,81,91
2068 - 03,14,21,36,37,44,47,49,50,52,56,58,60,61,68,70,73,88,89,00
2067 - 03,14,21,41,51,55,56,63,64,77,79,81,82,84,85,89,90,91,92,96
2066 - 03,05,15,30,31,41,55,56,57,58,64,67,71,73,75,81,83,84,99,00
2065 - 01,04,08,11,13,16,19,22,27,31,38,46,47,51,61,66,69,86,90,99
2064 - 01,02,03,04,05,06,07,11,18,33,37,41,49,56,57,62,67,72,82,99
2063 - 02,04,05,08,09,13,19,20,21,36,46,61,76,81,87,90,91,92,93,95
2062 - 07,09,10,15,18,19,21,26,29,35,39,42,48,54,58,66,69,78,88,90
2061 - 06,22,25,31,32,40,41,42,46,55,56,62,68,69,72,83,86,94,98,00
2060 - 13,17,33,34,37,38,39,44,50,52,56,57,62,65,66,68,76,79,91,93
2059 - 09,12,25,26,29,31,35,39,45,46,51,55,58,62,70,72,73,92,96,97
2058 - 02,04,08,21,24,25,26,27,31,42,45,63,64,68,78,82,86,88,95,97
2057 - 01,06,24,43,47,50,56,60,68,71,75,76,78,80,82,83,85,89,97,98
2056 - 02,06,13,14,18,20,25,27,38,54,59,60,61,67,68,76,77,83,86,96
2055 - 05,09,13,20,23,34,41,49,57,61,65,69,72,76,79,80,84,86,92,98
2054 - 03,06,09,16,18,21,26,30,35,44,56,57,62,63,65,71,79,82,90,95
2053 - 03,05,07,08,13,16,18,20,24,30,36,59,60,61,62,72,75,91,94,00
2052 - 07,08,10,14,20,26,33,37,40,41,42,49,51,53,62,69,75,76,97,00
2051 - 04,08,09,17,19,21,24,30,34,36,58,60,61,63,66,77,82,85,90,98
2050 - 01,04,06,17,23,24,33,35,46,50,55,59,70,77,79,86,88,90,98,00
2049 - 01,03,04,07,10,13,16,26,30,31,33,51,59,70,73,76,82,90,92,00
2048 - 04,11,12,15,16,26,32,42,43,45,46,55,56,65,67,69,75,76,79,84
2047 - 05,10,11,19,20,23,25,29,34,40,42,44,51,62,65,67,84,88,93,97
2046 - 05,12,14,15,17,25,27,38,44,50,51,53,65,68,71,74,78,81,87,89
2045 - 02,06,08,09,11,14,29,42,46,47,60,65,71,75,76,81,82,88,90,99
2044 - 07,13,18,22,23,27,30,45,48,49,50,58,60,61,73,75,76,79,82,92
2043 - 08,12,17,18,31,41,44,54,74,80,82,83,84,85,87,88,90,93,95,98
2042 - 04,08,09,12,17,19,21,29,40,43,57,67,73,74,80,89,93,94,96,97
2041 - 11,20,31,41,44,55,60,61,64,68,69,70,74,81,83,84,85,86,90,94
2040 - 14,23,27,32,33,34,39,49,51,57,61,67,77,79,81,86,93,97,99,00
2039 - 01,02,03,06,09,19,22,34,39,45,47,49,68,69,81,83,85,93,98,99
2038 - 02,06,10,14,15,20,25,27,28,42,46,57,61,62,70,72,74,84,90,93
2037 - 04,08,10,23,29,30,39,41,50,56,64,65,71,73,80,81,84,88,95,99
2036 - 01,05,10,21,22,24,32,39,41,42,49,51,63,69,70,72,81,89,91,96
2035 - 05,07,08,10,17,29,32,35,42,54,56,67,68,70,80,84,85,90,98,99
2034 - 01,02,04,09,11,12,17,19,27,28,32,34,42,48,52,53,54,58,66,99
2033 - 06,08,10,20,21,23,31,34,35,37,40,48,56,75,80,81,86,90,98,99
2032 - 01,02,04,06,08,10,11,14,46,49,50,57,63,70,73,85,87,93,95,00
2031 - 09,11,19,23,32,35,38,42,50,52,66,69,71,73,77,78,80,81,91,96
2030 - 15,16,19,21,24,25,33,39,41,47,59,60,62,63,69,70,71,83,90,91
2029 - 03,12,21,29,35,37,48,51,56,59,60,61,64,74,81,84,86,90,95,99
2028 - 12,15,21,24,27,29,30,33,35,46,49,57,68,71,77,80,86,89,99,00
2027 - 12,15,22,24,27,28,30,31,33,37,49,59,65,69,70,76,86,87,95,99
2026 - 01,07,08,16,17,21,22,27,36,37,44,56,63,66,68,79,85,88,93,94
2025 - 09,12,27,29,31,35,36,37,39,51,55,62,70,75,76,83,84,91,92,94
2024 - 02,08,19,31,33,38,39,42,43,44,54,61,64,72,73,75,78,81,89,00
2023 - 10,11,25,27,29,32,48,49,50,53,54,59,60,63,67,70,75,80,84,00
2022 - 02,07,17,27,29,42,57,58,59,62,69,71,72,75,89,90,92,95,97,99
2021 - 03,08,09,12,13,18,19,24,41,44,45,47,54,59,65,67,73,75,80,87
2020 - 02,16,17,20,24,26,33,34,45,47,52,53,57,59,63,75,90,91,92,99
2019 - 04,07,10,11,22,33,50,56,57,58,65,66,67,68,76,83,84,87,88,95
2018 - 08,09,11,13,19,31,38,42,45,46,47,49,55,61,68,69,81,82,88,93
2017 - 11,23,24,41,43,44,48,56,61,63,65,72,77,80,82,85,86,87,88,93
2016 - 02,11,19,25,28,30,37,38,45,56,58,61,74,77,82,85,86,88,99,00
2015 - 11,24,26,27,28,32,35,37,42,45,48,52,54,64,65,76,90,92,96,97
2014 - 03,09,13,23,29,32,34,40,58,61,63,66,70,72,74,76,77,80,81,99
2013 - 01,05,06,10,31,33,35,40,44,54,55,58,64,68,74,75,81,87,88,92
2012 - 01,10,12,17,23,28,35,37,40,42,43,50,53,54,66,68,84,92,97,99
2011 - 04,17,20,21,28,29,36,38,46,47,49,55,57,59,62,73,79,80,83,91
2010 - 05,08,10,20,22,27,33,39,43,48,53,62,68,69,74,79,84,93,98,00
2009 - 04,07,10,15,20,21,23,26,33,34,39,40,43,53,66,69,75,79,82,91
2008 - 01,11,14,16,18,26,28,29,32,35,41,42,43,45,52,70,78,84,88,96
2007 - 00,03,09,10,21,24,33,38,53,60,61,65,77,78,80,81,83,84,95,98
2006 - 05,06,08,14,15,16,24,25,26,35,37,44,54,63,64,69,72,74,90,97
2005 - 01,09,11,26,30,35,40,42,55,60,63,64,69,71,72,76,83,91,92,96
2004 - 14,21,23,28,32,35,37,40,47,48,51,63,69,72,74,84,86,88,91,99
2003 - 05,07,16,17,24,25,26,33,36,47,50,53,78,79,81,85,86,87,91,99
2002 - 08,31,32,43,53,54,56,57,65,69,76,79,80,82,87,88,91,97,98,99
2001 - 01,03,11,17,19,29,31,35,49,50,53,57,63,79,83,87,89,91,95,99
2000 - 05,17,20,22,25,28,33,38,39,61,62,65,66,70,73,74,83,87,93,98
1999 - 12,15,18,20,26,33,35,39,45,47,54,61,63,64,66,76,77,84,85,91
1998 - 03,04,10,16,21,24,29,31,38,39,42,62,64,68,74,76,81,90,91,98
1997 - 05,06,09,16,17,22,30,31,36,43,50,55,58,61,68,69,72,80,81,92
1996 - 01,11,15,23,28,30,31,40,43,44,51,57,66,68,86,90,93,94,96,99
1995 - 07,11,16,28,34,38,44,65,72,73,75,79,80,81,82,91,94,95,98,99
1994 - 02,03,04,07,16,21,26,34,37,42,44,50,60,71,85,86,88,90,92,95
1993 - 00,06,07,08,12,13,24,30,32,41,48,52,69,73,74,82,83,89,92,94
1992 - 05,09,21,44,46,49,58,59,64,65,70,72,73,74,78,90,91,92,95,96
1991 - 07,18,22,24,31,35,43,53,56,57,61,63,67,70,77,81,90,91,92,97
1990 - 02,03,06,10,12,25,31,35,42,43,50,57,61,66,69,74,75,80,86,88
1989 - 02,11,17,20,21,27,31,34,37,38,41,44,45,48,51,53,64,79,88,96
1988 - 01,03,05,08,24,51,54,65,71,76,78,82,83,84,86,88,90,91,93,99
1987 - 00,03,11,13,18,19,21,31,37,42,43,44,50,53,57,68,69,78,92,98
1986 - 08,09,10,38,39,40,43,48,53,54,55,58,67,68,71,74,76,83,89,91
1985 - 01,10,12,14,22,26,31,35,37,41,44,48,54,55,56,66,72,78,87,95
1984 - 00,08,10,17,24,29,35,39,42,43,55,74,75,78,79,85,86,89,92,94
1983 - 04,05,10,12,17,18,19,24,30,34,41,61,66,70,71,73,74,81,95,98
1982 - 02,14,26,27,33,35,37,40,45,48,54,55,64,65,66,76,83,87,88,90
1981 - 00,05,14,27,30,34,36,40,43,44,55,65,68,76,78,85,88,92,98,99
1980 - 00,01,08,09,11,15,16,27,54,58,61,63,67,68,69,78,79,89,93,95
1979 - 03,10,26,29,31,36,40,56,58,62,66,68,74,77,79,87,88,92,93,95
1978 - 03,08,20,22,28,30,37,38,43,58,68,80,82,84,86,88,89,91,95,98
1977 - 01,03,06,08,09,11,18,20,26,31,32,37,49,68,71,75,77,86,87,91
1976 - 06,16,18,20,21,46,47,48,50,54,55,59,69,71,72,73,80,83,87,94
1975 - 00,03,06,07,22,23,25,26,31,32,40,41,42,45,52,53,64,65,67,71
1974 - 06,11,18,19,31,34,35,52,53,57,69,72,76,77,82,90,92,93,96,97
1973 - 00,09,10,18,19,21,29,37,41,43,49,56,58,59,61,65,73,90,91,94
1972 - 00,02,07,12,25,26,31,37,40,41,48,54,61,75,78,80,83,85,95,96
1971 - 01,04,05,07,15,21,23,25,26,27,28,34,44,45,67,69,78,87,92,99
1970 - 06,08,09,25,28,30,37,48,51,57,59,62,63,72,73,81,83,84,90,98
1969 - 01,08,10,16,17,20,22,35,38,48,56,59,62,64,67,80,81,84,94,98
1968 - 02,04,08,12,13,17,21,22,31,53,54,56,68,69,82,86,93,94,97,98
1967 - 03,06,12,15,25,26,27,28,47,50,56,69,71,85,87,89,90,93,95,97
1966 - 06,07,11,18,19,24,38,42,47,48,56,58,63,65,68,73,77,79,81,90
1965 - 09,12,13,18,22,32,34,41,51,53,56,66,70,80,82,85,94,95,98,99
1964 - 08,09,17,22,24,34,35,43,49,52,56,57,58,67,75,81,83,91,93,96
1963 - 08,09,19,30,36,40,42,53,54,55,59,62,63,66,71,74,87,88,97,99
1962 - 00,01,07,13,21,24,25,32,34,36,37,50,54,60,61,73,80,92,93,98
1961 - 08,09,11,12,13,17,26,33,37,41,51,58,63,65,68,77,80,86,89,90
1960 - 06,10,11,12,26,30,31,38,43,45,54,67,69,77,79,82,84,91,92,99
1959 - 02,06,16,17,20,29,30,33,37,44,45,52,60,63,70,74,75,81,92,99
1958 - 02,04,06,10,11,15,22,28,34,36,38,46,48,53,61,63,77,80,87,99
1957 - 08,11,12,19,33,35,38,45,46,53,57,59,61,64,82,83,89,92,93,94
1956 - 03,14,18,37,38,42,44,52,61,62,69,73,74,78,88,90,92,93,94,99
1955 - 05,16,18,19,21,23,27,34,35,36,38,39,40,45,46,49,57,71,91,96
1954 - 00,01,02,11,21,25,31,38,44,55,59,64,67,68,70,74,78,79,89,90
1953 - 00,07,20,23,31,34,35,36,53,54,58,59,65,71,83,87,94,95,98,99
1952 - 08,09,18,21,27,31,33,34,42,43,45,59,66,70,72,75,80,84,90,94
1951 - 06,11,12,13,19,23,26,37,42,47,52,53,64,68,70,71,72,77,86,96
1950 - 03,09,12,13,15,20,26,28,33,37,44,46,60,61,62,68,85,88,90,98
1949 - 00,01,04,05,08,10,16,38,47,48,51,64,67,75,76,77,78,83,85,97
1948 - 03,06,07,13,20,21,22,29,35,50,52,53,65,73,82,83,86,87,91,95
1947 - 00,11,13,21,29,30,33,35,50,51,60,63,70,73,77,87,90,91,96,99
1946 - 08,13,14,15,17,27,35,46,50,51,52,65,70,76,80,86,93,97,98,99
1945 - 01,02,06,10,12,13,24,29,36,39,44,45,47,48,52,55,58,64,75,84
1944 - 05,08,09,11,12,17,26,30,37,38,43,57,63,64,72,74,84,85,87,94
1943 - 00,10,19,24,31,35,38,41,42,46,47,49,55,64,65,76,84,85,86,92
1942 - 02,03,06,09,10,15,19,23,24,40,49,51,56,61,80,88,91,93,94,96
1941 - 10,11,14,21,29,34,41,46,48,58,61,68,69,70,72,81,91,94,96,97
1940 - 00,14,19,22,30,31,32,35,43,47,48,62,70,74,76,83,84,87,96,99
1939 - 02,03,07,10,11,16,18,23,24,25,27,29,30,34,41,46,55,60,81,83
1938 - 00,05,13,17,27,32,33,34,35,38,45,47,51,58,63,71,83,88,89,91
1937 - 02,09,11,16,17,25,27,31,46,47,50,56,65,68,72,75,76,80,87,97
1936 - 10,15,18,20,25,28,29,44,48,52,55,57,63,64,70,77,88,89,91,97
1935 - 11,13,21,24,32,34,37,40,44,45,51,54,55,59,65,73,85,86,90,93
1934 - 11,14,26,28,29,30,36,46,47,48,62,73,80,83,84,85,86,88,95,98
1933 - 00,03,05,08,16,18,21,23,29,30,32,36,43,54,58,59,71,72,86,98
1932 - 01,04,05,09,11,15,19,30,35,38,45,60,70,71,79,81,84,91,92,94
1931 - 01,09,12,13,28,32,39,46,50,61,63,64,66,79,83,85,88,90,94,99
1930 - 15,20,22,29,37,38,42,49,52,54,55,59,65,68,75,76,84,94,97,99
1929 - 06,12,14,16,27,32,42,48,52,61,63,69,71,77,78,84,88,89,90,99
1928 - 00,11,12,20,33,35,37,38,40,43,45,47,62,66,73,76,81,85,94,99
1927 - 02,08,09,15,20,25,35,40,42,48,59,60,61,72,77,81,83,84,86,99
1926 - 02,10,12,17,18,28,32,33,36,44,46,50,58,64,67,68,69,71,75,99
1925 - 02,03,05,07,08,10,11,12,16,17,33,40,43,50,56,65,66,80,84,89
1924 - 01,10,12,21,27,28,29,38,42,49,64,65,66,67,68,71,72,73,88,93
1923 - 02,17,20,24,26,29,38,58,64,66,68,70,78,79,80,81,82,87,88,93
1922 - 02,05,11,13,24,26,29,38,43,44,45,48,53,57,58,82,86,88,90,95
1921 - 01,03,07,24,38,40,48,53,54,62,68,75,82,83,85,87,91,92,94,95
1920 - 02,09,10,13,30,34,35,42,48,49,53,60,66,72,79,87,88,90,93,99
1919 - 04,05,06,13,16,37,40,43,46,50,51,57,59,68,73,75,83,86,93,95
1918 - 01,07,26,31,35,40,44,46,47,59,64,65,67,79,83,90,92,94,95,97
1917 - 00,01,03,05,08,20,30,33,38,49,50,52,59,61,70,78,83,90,97,99
1916 - 03,16,17,26,31,33,36,42,43,52,55,59,61,69,71,75,86,89,94,99
1915 - 07,13,16,33,38,40,42,44,56,57,61,64,65,67,74,75,80,84,89,96
1914 - 00,02,05,06,14,18,19,24,25,30,42,47,66,67,73,81,89,91,95,97
1913 - 07,13,21,29,30,31,42,43,51,53,63,64,67,69,74,77,83,89,92,98
1912 - 11,13,14,15,24,28,36,37,47,56,62,68,69,79,84,85,88,91,94,95
1911 - 00,02,04,08,14,18,28,33,37,40,42,45,56,62,67,75,77,79,80,83
1910 - 03,11,23,27,48,52,53,57,60,62,69,79,80,85,86,87,89,92,93,99
1909 - 04,07,10,18,20,21,27,28,33,36,42,49,51,53,54,69,73,81,84,94
1908 - 08,16,17,22,23,26,29,34,36,40,42,43,55,56,67,69,71,73,80,86
1907 - 02,09,26,31,36,39,47,49,52,54,55,56,57,60,61,63,70,77,79,89
1906 - 01,03,10,17,36,40,43,47,48,50,64,73,82,83,86,90,92,94,96,99
1905 - 02,08,13,15,19,25,28,29,30,49,52,53,59,66,68,71,76,89,91,99
1904 - 03,04,05,08,09,19,23,24,31,33,48,52,53,54,65,76,84,87,94,97
1903 - 01,03,05,15,16,18,21,22,25,28,40,41,64,71,74,75,79,88,90,97
1902 - 12,15,20,23,34,43,48,56,58,60,61,62,72,80,83,84,85,90,97,99
1901 - 05,06,15,16,19,22,25,30,31,41,44,50,61,64,66,76,86,88,89,96
1900 - 03,15,21,24,25,38,43,44,50,52,56,57,58,75,82,83,88,91,97,99
1899 - 00,12,16,18,36,37,39,43,53,55,57,61,63,71,75,77,89,93,96,97
1898 - 00,01,16,23,26,27,31,34,39,40,49,55,64,71,72,73,76,78,87,90
1897 - 00,04,07,11,19,21,37,38,54,56,59,63,68,69,72,73,76,79,81,99
1896 - 00,02,04,21,22,27,28,40,45,46,52,57,62,70,77,85,86,87,90,92
1895 - 06,07,09,15,17,23,26,31,47,59,61,62,65,77,79,82,83,86,87,94
1894 - 03,06,10,12,16,20,21,23,24,31,33,43,46,50,60,75,78,87,90,93
1893 - 04,13,15,17,20,26,29,30,43,49,53,57,58,60,71,74,80,83,89,95
1892 - 01,06,13,16,17,29,30,33,43,50,51,52,56,60,62,76,78,82,83,86
1891 - 02,06,07,09,15,23,28,44,46,57,58,59,65,68,75,79,81,91,97,98
1890 - 01,02,05,12,17,20,25,33,41,49,54,55,59,60,65,70,81,84,93,99
1889 - 09,13,14,18,29,34,44,46,47,51,52,55,58,67,77,79,81,82,83,93
1888 - 02,05,07,09,10,23,25,27,32,42,46,52,62,73,78,82,91,93,98,99
1887 - 05,07,13,14,16,28,32,33,40,43,54,56,57,64,67,68,70,74,85,87
1886 - 07,16,17,18,19,25,39,41,42,43,45,56,58,59,67,81,88,91,94,97
1885 - 02,04,05,11,19,25,27,28,30,38,39,41,57,61,66,72,74,78,79,85
1884 - 00,05,07,10,14,16,22,24,34,37,38,39,55,64,67,77,80,81,83,98
1883 - 01,08,13,18,26,31,37,38,39,42,47,49,52,53,57,63,67,70,73,83
1882 - 01,02,08,16,24,32,36,41,42,44,47,51,54,62,69,75,77,80,90,98
1881 - 00,02,21,22,25,27,29,45,46,55,60,64,66,70,74,79,89,93,95,96
1880 - 00,03,04,13,17,24,31,32,36,46,48,54,58,61,67,75,82,90,96,97
1879 - 02,07,08,12,20,22,23,29,34,35,39,50,51,57,60,62,64,79,82,86
1878 - 02,09,11,14,15,25,29,47,51,57,58,69,70,78,82,84,86,88,91,99
1877 - 03,04,11,19,26,28,33,38,44,46,57,67,70,81,82,85,88,93,94,98
1876 - 10,17,22,24,29,33,39,40,44,48,50,62,64,66,74,76,86,90,93,95
1875 - 03,04,05,06,08,17,18,20,25,27,31,46,49,50,67,72,73,88,91,99
1874 - 00,01,08,13,23,34,35,37,38,41,44,55,65,66,70,71,72,74,78,90
1873 - 02,08,10,23,26,28,35,39,40,41,43,51,58,65,66,68,74,76,86,91
1872 - 03,06,10,11,18,38,50,52,60,62,65,70,72,74,81,83,84,90,92,95
1871 - 01,04,07,10,23,27,32,33,35,36,40,45,54,56,60,77,84,86,91,92
1870 - 00,01,03,11,12,18,21,23,25,36,38,39,40,42,44,49,79,80,95,98
1869 - 12,13,18,20,21,26,27,30,32,33,36,41,43,48,49,65,75,83,95,96
1868 - 00,08,12,22,27,29,31,39,40,42,47,48,51,60,61,64,87,89,95,99
1867 - 03,05,10,15,20,38,39,45,50,53,57,60,64,72,77,79,85,86,96,99
1866 - 05,17,19,22,24,26,33,40,52,61,62,64,67,69,70,73,75,79,83,99
1865 - 00,01,08,14,17,31,41,45,49,51,58,61,62,66,67,75,81,86,92,97
1864 - 02,07,11,22,24,34,42,45,51,52,56,58,62,64,68,75,79,94,96,99
1863 - 02,08,14,17,22,33,34,43,44,48,53,56,60,70,72,78,79,83,85,97
1862 - 03,05,08,18,26,30,38,43,44,46,49,54,60,61,65,70,71,72,87,95
1861 - 01,08,13,15,27,38,41,49,52,60,63,64,69,72,75,76,89,91,93,96
1860 - 06,09,11,13,27,30,38,51,56,65,73,75,77,78,79,80,91,92,95,99
1859 - 00,07,11,12,24,32,37,39,47,48,57,58,60,65,66,71,74,77,79,84
1858 - 01,02,05,06,11,16,22,30,31,34,36,38,39,40,42,49,62,76,79,95
1857 - 01,06,11,13,18,24,28,38,41,44,50,53,61,63,70,76,78,91,92,98
1856 - 03,08,09,12,17,24,30,32,35,38,42,45,51,79,80,82,83,85,96,99
1855 - 03,04,06,10,15,19,20,21,28,45,50,56,57,60,61,64,65,79,80,97
1854 - 00,04,20,24,32,33,35,37,60,61,65,67,69,72,84,88,90,91,96,99
1853 - 09,12,14,21,34,39,43,56,57,59,61,63,72,75,77,80,84,87,88,93
1852 - 01,06,08,10,26,27,36,39,44,53,62,63,68,73,76,78,84,85,93,98
1851 - 09,17,26,31,32,37,38,40,43,44,48,50,60,63,80,82,83,85,88,95
1850 - 09,14,20,27,37,38,41,46,50,64,70,71,72,73,75,76,82,83,92,99
